Error,ErrorDoc,Date,Name,Project,Duration,Ry0_Ch3,Ry0_Ch11,Ry0_Ch19,Ry0_Ch27,Ry0_Ch35,Ry0_Ch43,Ry0_Ch51,Surface Temperature(°C),dM,dM_Pos,Indoor Temperature(℃),Indoor Humidity(%),Outdoor Temperature(℃),Outdoor Humidity(%),Dew Point(℃),Wind(m/s),Wind variance(m/s),Gust(m/s),Wind Direction(°),Std. of Wind Direction(°),ABS Pressure(hpa),Solar Rad.(w/m2),Hourly Rain(mm),Event Rain(mm),CH1 Temperature(℃),CH1 Dewpoint(℃),CH1 Humidity(%),CH2 Temperature(℃),CH2 Dewpoint(℃),CH2 Humidity(%),CH3 Temperature(℃),CH3 Dewpoint(℃),CH3 Humidity(%)
NaN,NaN,12-Sep-2024 07:07:14,2024-09-12_Messung_Zeitz_0707.h5,Large Scale Experiment - Mass in Span 3,600,0.000261305434692932,0.000215436204082222,0.000222723311428038,0.000285244246008604,0.000272282993453496,0.000248385339192636,0.000265583923512896,11.5910316666669,39,19,13.6,62,7.25,85,4.85,0,0,0,16,0,990.49,2.06,0,0,14.77,6.87,59,14.41,6.71,60,13.28,6.88,65
NaN,NaN,12-Sep-2024 07:27:47,2024-09-12_Messung_Zeitz_0727.h5,Large Scale Experiment - Mass in Span 3,600,0.000307441896428326,0.000251701780648127,0.000305670419012334,0.000249120038095418,0.000223543622204766,0.000233969364732279,0.000275065642427535,11.4235903333332,39,19,13.5,62,7.22,85,4.82,0,0,0,15.9000036554135,0.299997569702022,990.62,3.18,0,0,14.69,6.79,59,14.28,6.6,60,13.17,6.77,65
NaN,NaN,12-Sep-2024 07:38:04,2024-09-12_Messung_Zeitz_0738.h5,Large Scale Experiment - Mass in Span 3,600,0.000350760657927338,0.000304923297338062,0.00040862855733203,0.000343896863178741,0.00033514500619806,0.000310578029265046,0.00032024560745013,11.3479338333332,39,19,13.44,62,7.21,84,4.71,0.06,0.126491106406735,0.5,15.9955151945798,4.16986267111934,990.55,3.71,0,0,14.6,6.7,59,14.2,6.6,60,13.1,6.7,65
NaN,NaN,12-Sep-2024 07:48:21,2024-09-12_Messung_Zeitz_0748.h5,Large Scale Experiment - Mass in Span 3,600,0.000328740312442637,0.000262579337034886,0.000272592144434653,0.000334206589413926,0.000319279116756085,0.000301927849770548,0.000330768599367228,11.1811200000001,39,19,13.4,62.3,7.42,82.6,4.64,0.39,0.119721899973786,0.5,13.2369522846721,16.7555391159694,990.59,4.26,0,0,14.6,6.7,59,14.29,6.48,59.4,13.07,6.67,65
NaN,NaN,12-Sep-2024 07:58:37,2024-09-12_Messung_Zeitz_0758.h5,Large Scale Experiment - Mass in Span 3,600,0.000346484530041131,0.00034645853823037,0.0003614359121,0.000363739225736575,0.000350795104820417,0.000286949413055958,0.000310380893056664,11.1165140000002,39,19,13.31,63,7.66,81.1,4.58,0.29,0.202484567313166,0.5,14.2073412143658,6.11135964633598,990.64,4.89,0,0,14.57,6.67,59,14.27,6.37,59,13,6.6,65
NaN,NaN,12-Sep-2024 08:08:54,2024-09-12_Messung_Zeitz_0808.h5,Large Scale Experiment - Mass in Span 3,600,0.000395345656407281,0.000327988773639944,0.000394981101515947,0.000344207623745504,0.000304487081057667,0.0003473732938272,0.000356413620675249,11.1753851666668,39,19,13.3,63,7.74,82,4.84,0.06,0.126491106406735,0.5,16.098252426112,3.11227828468204,990.68,5.4,0,0,14.45,6.55,59,14.11,6.36,59.5,12.92,6.52,65
NaN,NaN,12-Sep-2024 08:19:11,2024-09-12_Messung_Zeitz_0819.h5,Large Scale Experiment - Mass in Span 3,600,0.000333246708662254,0.000313872912079412,0.000306867343927938,0.000359849933335718,0.000411997716017674,0.000344553012019214,0.00034632314813389,11.1785631666668,39,19,13.29,62.1,7.93,81.2,4.9,0.04,0.0966091783079296,0.5,14.4001742503878,1.28051404499185,990.68,6.1,0,0,14.3,6.4,59,13.74,6.14,60,12.88,6.48,65
NaN,NaN,12-Sep-2024 08:29:28,2024-09-12_Messung_Zeitz_0829.h5,Large Scale Experiment - Mass in Span 3,600,0.000412461543540306,0.000336877661389959,0.000327672884256332,0.000426532942683823,0.000394456390635042,0.000425456144517489,0.000378797051588706,11.2773544999999,39,19,13.24,62,8.25,79.5,4.95,0.22,0.269979423084221,1,8.23505716370092,9.09671689252985,990.82,7.13,0,0,14.27,6.37,59,13.7,6.1,60,12.85,6.45,65
NaN,NaN,12-Sep-2024 08:39:44,2024-09-12_Messung_Zeitz_0839.h5,Large Scale Experiment - Mass in Span 3,600,0.000273765706304407,0.000227757189807827,0.000229946678595894,0.000247300178406537,0.000241958292920011,0.000205701136067167,0.000254879968177777,11.4139341666665,39,19,13.2,62,8.72,78.8,5.27,0.29,0.255821118057999,1,11.1109287610302,9.91026970011375,990.83,8.39,0,0,14.2,6.3,59,13.75,6.15,60,12.8,6.4,65
NaN,NaN,12-Sep-2024 08:50:01,2024-09-12_Messung_Zeitz_0850.h5,Large Scale Experiment - Mass in Span 3,600,0.000287865106771508,0.000232604928212213,0.000303815604070212,0.000291693718987761,0.000277897103426194,0.000253226591777678,0.000280534017224332,11.6049400000001,39,19,13.18,62,9.28,76,5.28,0.61,0.0316227766016838,1,16.877696504176,7.84963167784747,990.98,8.28,0,0,14.3,6.4,59,13.93,6.03,59,12.81,6.41,65
